"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	162	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Interstitial pulmonary disease, unspecified"	"J84.9"	73	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Pleural effusion, not elsewhere classified"	"J90"	32	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Pneumothorax, unspecified"	"J93.9"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Acute respiratory failure"	"J96.0"	45	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Chronic respiratory failure"	"J96.1"	41	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Respiratory failure, unspecified"	"J96.9"	52	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Other disorders of lung"	"J98.4"	37	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"			3242	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Pneumonia, unspecified"	"J18.9"	36	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	223	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Asthma, unspecified"	"J45.9"	25	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"	"Respiratory failure, unspecified"	"J96.9"	11	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Medical Facility - Outpatient or ER"	"2"			410	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Pneumonia, unspecified"	"J18.9"	47	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Emphysema, unspecified"	"J43.9"	72	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	54	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	36	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1737	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Asthma, unspecified"	"J45.9"	52	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Bronchiectasis"	"J47"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Pneumonitis due to food and vomit"	"J69.0"	21	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	149	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Interstitial pulmonary disease, unspecified"	"J84.9"	29	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Chronic respiratory failure"	"J96.1"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Respiratory failure, unspecified"	"J96.9"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"	"Other disorders of lung"	"J98.4"	19	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Decedent's home"	"4"			2356	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Bacterial pneumonia, unspecified"	"J15.9"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Pneumonia, unspecified"	"J18.9"	162	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Emphysema, unspecified"	"J43.9"	21	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	164	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1424	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Pneumonitis due to food and vomit"	"J69.0"	89	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	122	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Interstitial pulmonary disease, unspecified"	"J84.9"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Acute respiratory failure"	"J96.0"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Chronic respiratory failure"	"J96.1"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Respiratory failure, unspecified"	"J96.9"	20	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"	"Other disorders of lung"	"J98.4"	13	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Hospice facility"	"5"			2208	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Pneumonia, unspecified"	"J18.9"	77	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Emphysema, unspecified"	"J43.9"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	45	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	662	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Pneumonitis due to food and vomit"	"J69.0"	35	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	34	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Chronic respiratory failure"	"J96.1"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"	"Respiratory failure, unspecified"	"J96.9"	15	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Nursing home/long term care"	"6"			965	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"	"Pneumonia, unspecified"	"J18.9"	35	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"	"Emphysema, unspecified"	"J43.9"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	30	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	382	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	44	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	"Other"	"7"			603	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2018"	"2018"					9789	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	20	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Influenza with pneumonia, virus not identified"	"J11.0"	33	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Bacterial pneumonia, unspecified"	"J15.9"	32	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Lobar pneumonia, unspecified"	"J18.1"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Pneumonia, unspecified"	"J18.9"	665	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Emphysema, unspecified"	"J43.9"	43	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	275	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	122	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	726	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Asthma, unspecified"	"J45.9"	35	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Bronchiectasis"	"J47"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Pneumonitis due to food and vomit"	"J69.0"	319	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Adult respiratory distress syndrome"	"J80"	36	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Pulmonary oedema"	"J81"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	158	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Interstitial pulmonary disease, unspecified"	"J84.9"	84	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Pleural effusion, not elsewhere classified"	"J90"	27	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Acute respiratory failure"	"J96.0"	41	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Chronic respiratory failure"	"J96.1"	49	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Respiratory failure, unspecified"	"J96.9"	57	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"	"Other disorders of lung"	"J98.4"	16	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Inpatient"	"1"			2955	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"	"Pneumonia, unspecified"	"J18.9"	27	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"	"Emphysema, unspecified"	"J43.9"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	194	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"	"Asthma, unspecified"	"J45.9"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	20	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Medical Facility - Outpatient or ER"	"2"			380	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Pneumonia, unspecified"	"J18.9"	33	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Emphysema, unspecified"	"J43.9"	77	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	59	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	21	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1655	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Asthma, unspecified"	"J45.9"	40	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Bronchiectasis"	"J47"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Pneumonitis due to food and vomit"	"J69.0"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	175	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Interstitial pulmonary disease, unspecified"	"J84.9"	23	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Chronic respiratory failure"	"J96.1"	20	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Respiratory failure, unspecified"	"J96.9"	27	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"	"Other disorders of lung"	"J98.4"	17	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Decedent's home"	"4"			2292	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Bacterial pneumonia, unspecified"	"J15.9"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Pneumonia, unspecified"	"J18.9"	185	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Emphysema, unspecified"	"J43.9"	23	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	183	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	27	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1435	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Asthma, unspecified"	"J45.9"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Bronchiectasis"	"J47"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Pneumonitis due to food and vomit"	"J69.0"	91	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	154	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Interstitial pulmonary disease, unspecified"	"J84.9"	16	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Acute respiratory failure"	"J96.0"	23	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Chronic respiratory failure"	"J96.1"	25	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"	"Respiratory failure, unspecified"	"J96.9"	18	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Hospice facility"	"5"			2296	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Pneumonia, unspecified"	"J18.9"	69	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Emphysema, unspecified"	"J43.9"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	44	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	634	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Pneumonitis due to food and vomit"	"J69.0"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	35	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Chronic respiratory failure"	"J96.1"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Respiratory failure, unspecified"	"J96.9"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"	"Other disorders of lung"	"J98.4"	13	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Nursing home/long term care"	"6"			920	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Pneumonia, unspecified"	"J18.9"	45	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Emphysema, unspecified"	"J43.9"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	410	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Pneumonitis due to food and vomit"	"J69.0"	21	Not Applicable	Not Applicable
